233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,0,0
232,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,20,0
54,233,233,288,232,0,20,55,0
233,233,288,232,0,20,55,233,0
233,288,232,0,20,55,233,3,0
288,232,0,20,55,233,3,232,0
232,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,0,0
54,233,233,288,232,0,0,20,0
233,233,288,232,0,0,20,55,0
233,288,232,0,0,20,55,233,0
288,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,335,186,0
233,233,232,0,0,335,186,20,0
233,232,0,0,335,186,20,55,0
232,0,0,335,186,20,55,233,0
0,0,335,186,20,55,233,3,0
0,335,186,20,55,233,3,232,0
335,186,20,55,233,3,232,233,0
186,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,0,0
54,233,233,288,232,0,0,20,0
233,233,288,232,0,0,20,55,0
233,288,232,0,0,20,55,233,0
288,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,0,0
54,233,233,288,232,0,0,20,0
233,233,288,232,0,0,20,55,0
233,288,232,0,0,20,55,233,0
288,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,0,0
54,233,233,288,232,0,0,20,0
233,233,288,232,0,0,20,55,0
233,288,232,0,0,20,55,233,0
288,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,233,0
51,51,54,55,55,54,233,233,0
51,54,55,55,54,233,233,288,0
54,55,55,54,233,233,288,232,0
55,55,54,233,233,288,232,0,0
55,54,233,233,288,232,0,0,0
54,233,233,288,232,0,0,20,0
233,233,288,232,0,0,20,55,0
233,288,232,0,0,20,55,233,0
288,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,288,0
0,20,55,233,3,232,288,51,0
20,55,233,3,232,288,51,51,0
55,233,3,232,288,51,51,54,0
233,3,232,288,51,51,54,55,0
3,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
54,1,288,232,288,51,51,54,0
1,288,232,288,51,51,54,55,0
288,232,288,51,51,54,55,55,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,20,0
3,232,233,233,232,0,20,55,0
232,233,233,232,0,20,55,233,0
233,233,232,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,0,0,20,55,233,3,232,0
0,0,20,55,233,3,232,233,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
0,20,55,233,3,232,233,233,0
20,55,233,3,232,233,233,232,0
55,233,3,232,233,233,232,0,0
233,3,232,233,233,232,0,0,0
3,232,233,233,232,0,0,20,0
232,233,233,232,0,0,20,55,0
233,233,232,0,0,20,55,233,0
233,232,0,0,20,55,233,3,0
232,288,51,51,54,55,55,54,0
288,51,51,54,55,55,54,1,0
51,51,54,55,55,54,1,288,0
51,54,55,55,54,1,288,232,0
54,55,55,54,1,288,232,288,0
55,55,54,1,288,232,288,51,0
55,54,1,288,232,288,51,51,0
